RUN	scala.simulations.GitHubSearch	githubsearch	1683839218047	 	3.3.1
REQUEST	906		PeticionZorros	1683839219642	1683839233374	OK	 
REQUEST	570		PeticionZorros	1683839219537	1683839233382	OK	 
REQUEST	583		PeticionZorros	1683839219571	1683839233413	KO	j.n.s.SSLException: handshake timed out
REQUEST	698		PeticionZorros	1683839219599	1683839233413	KO	j.n.s.SSLException: handshake timed out
REQUEST	657		PeticionZorros	1683839219591	1683839233413	KO	j.n.s.SSLException: handshake timed out
REQUEST	666		PeticionZorros	1683839219593	1683839233413	KO	j.n.s.SSLException: handshake timed out
REQUEST	519		PeticionZorros	1683839219567	1683839233414	KO	j.n.s.SSLException: handshake timed out
REQUEST	890		PeticionZorros	1683839219641	1683839233414	KO	j.n.s.SSLException: handshake timed out
REQUEST	695		PeticionZorros	1683839219598	1683839233414	KO	j.n.s.SSLException: handshake timed out
REQUEST	481		PeticionZorros	1683839219519	1683839233414	KO	j.n.s.SSLException: handshake timed out
REQUEST	721		PeticionZorros	1683839219604	1683839233414	KO	j.n.s.SSLException: handshake timed out
REQUEST	673		PeticionZorros	1683839219595	1683839233415	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	999	END	1683839219653	1683839233415
REQUEST	737		PeticionZorros	1683839219608	1683839233416	KO	j.n.s.SSLException: handshake timed out
REQUEST	839		PeticionZorros	1683839219653	1683839233416	KO	j.n.s.SSLException: handshake timed out
REQUEST	567		PeticionZorros	1683839219535	1683839233428	KO	j.n.s.SSLException: handshake timed out
REQUEST	746		PeticionZorros	1683839219610	1683839233428	KO	j.n.s.SSLException: handshake timed out
REQUEST	849		PeticionZorros	1683839219636	1683839233428	KO	j.n.s.SSLException: handshake timed out
REQUEST	647		PeticionZorros	1683839219589	1683839233428	KO	j.n.s.SSLException: handshake timed out
REQUEST	887		PeticionZorros	1683839219640	1683839233428	KO	j.n.s.SSLException: handshake timed out
REQUEST	791		PeticionZorros	1683839219625	1683839233429	KO	j.n.s.SSLException: handshake timed out
REQUEST	743		PeticionZorros	1683839219609	1683839233429	KO	j.n.s.SSLException: handshake timed out
REQUEST	1055		PeticionZorros	1683839222065	1683839233438	OK	 
REQUEST	599		PeticionZorros	1683839219577	1683839233438	OK	 
REQUEST	807		PeticionZorros	1683839219633	1683839233438	KO	j.n.s.SSLException: handshake timed out
REQUEST	801		PeticionZorros	1683839219627	1683839233444	KO	j.n.s.SSLException: handshake timed out
REQUEST	557		PeticionZorros	1683839219708	1683839233444	KO	j.n.s.SSLException: handshake timed out
REQUEST	929		PeticionZorros	1683839219645	1683839233444	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	855	END	1683839219636	1683839233445
USER	Usuario Estandar	823	END	1683839219632	1683839233459
REQUEST	633		PeticionZorros	1683839219587	1683839233460	OK	 
REQUEST	1056		PeticionZorros	1683839222125	1683839233488	OK	 
REQUEST	955		PeticionZorros	1683839219648	1683839233490	KO	j.n.s.SSLException: handshake timed out
REQUEST	987		PeticionZorros	1683839219652	1683839233491	KO	j.n.s.SSLException: handshake timed out
REQUEST	577		PeticionZorros	1683839219569	1683839233513	OK	 
REQUEST	1176		PeticionZorros	1683839228098	1683839233552	OK	 
USER	Usuario Estandar	171	END	1683839219462	1683839233553
REQUEST	1015		PeticionZorros	1683839220066	1683839233567	OK	 
REQUEST	884		PeticionZorros	1683839219641	1683839233584	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	754	END	1683839219611	1683839233676
USER	Usuario Estandar	585	END	1683839219572	1683839233691
USER	Usuario Estandar	504	END	1683839219522	1683839233707
USER	Usuario Estandar	643	END	1683839219589	1683839233707
USER	Usuario Estandar	738	END	1683839219608	1683839233725
USER	Usuario Estandar	706	END	1683839219600	1683839233725
USER	Usuario Estandar	611	END	1683839219579	1683839233725
USER	Usuario Estandar	713	END	1683839219602	1683839233725
USER	Usuario Estandar	594	END	1683839219575	1683839233755
USER	Usuario Estandar	728	END	1683839219604	1683839233785
USER	Usuario Estandar	994	END	1683839219652	1683839233815
USER	Usuario Estandar	888	END	1683839219640	1683839233832
USER	Usuario Estandar	697	END	1683839219599	1683839233832
USER	Usuario Estandar	729	END	1683839219605	1683839233832
USER	Usuario Estandar	745	END	1683839219609	1683839233832
USER	Usuario Estandar	834	END	1683839219634	1683839233832
USER	Usuario Estandar	739	END	1683839219608	1683839233832
USER	Usuario Estandar	561	END	1683839219534	1683839233832
USER	Usuario Estandar	683	END	1683839219596	1683839233847
USER	Usuario Estandar	971	END	1683839219650	1683839233847
USER	Usuario Estandar	771	END	1683839219614	1683839233847
USER	Usuario Estandar	565	END	1683839219534	1683839233847
USER	Usuario Estandar	658	END	1683839219591	1683839233847
USER	Usuario Estandar	682	END	1683839219596	1683839233863
USER	Usuario Estandar	642	END	1683839219588	1683839233863
USER	Usuario Estandar	937	END	1683839219646	1683839233863
USER	Usuario Estandar	851	END	1683839219636	1683839233878
USER	Usuario Estandar	978	END	1683839219650	1683839233878
USER	Usuario Estandar	690	END	1683839219598	1683839233894
USER	Usuario Estandar	907	END	1683839219642	1683839233908
USER	Usuario Estandar	675	END	1683839219595	1683839233908
USER	Usuario Estandar	897	END	1683839219641	1683839233908
USER	Usuario Estandar	631	END	1683839219586	1683839233908
USER	Usuario Estandar	696	END	1683839219598	1683839233908
USER	Usuario Estandar	795	END	1683839219626	1683839233908
REQUEST	954		PeticionZorros	1683839219648	1683839233913	OK	 
USER	Usuario Estandar	503	END	1683839219522	1683839233925
USER	Usuario Estandar	903	END	1683839219642	1683839233925
USER	Usuario Estandar	763	END	1683839219613	1683839233925
USER	Usuario Estandar	833	END	1683839219634	1683839233939
USER	Usuario Estandar	845	END	1683839219635	1683839233969
USER	Usuario Avanzado	1032	END	1683839220911	1683839233969
USER	Usuario Avanzado	1012	END	1683839219910	1683839233969
USER	Usuario Estandar	945	END	1683839219647	1683839233969
USER	Usuario Estandar	925	END	1683839219644	1683839233969
USER	Usuario Estandar	731	END	1683839219605	1683839233985
USER	Usuario Estandar	535	END	1683839219528	1683839233985
USER	Usuario Estandar	813	END	1683839219630	1683839233985
USER	Usuario Estandar	714	END	1683839219602	1683839234016
USER	Usuario Estandar	775	END	1683839219615	1683839234031
USER	Usuario Estandar	638	END	1683839219588	1683839234046
USER	Usuario Estandar	558	END	1683839219533	1683839234061
USER	Usuario Avanzado	1036	END	1683839221109	1683839234065
USER	Usuario Avanzado	1016	END	1683839220111	1683839234065
USER	Usuario Estandar	756	END	1683839219611	1683839234095
USER	Usuario Estandar	837	END	1683839219634	1683839234095
USER	Usuario Estandar	460	END	1683839219512	1683839234095
USER	Usuario Estandar	821	END	1683839219632	1683839234095
USER	Usuario Avanzado	1020	END	1683839220309	1683839234108
USER	Usuario Estandar	157	END	1683839219461	1683839234108
USER	Usuario Estandar	660	END	1683839219592	1683839234139
USER	Usuario Estandar	692	END	1683839219598	1683839234139
USER	Usuario Estandar	773	END	1683839219615	1683839234139
USER	Usuario Estandar	628	END	1683839219585	1683839234139
USER	Usuario Estandar	684	END	1683839219597	1683839234139
USER	Usuario Estandar	677	END	1683839219595	1683839234139
USER	Usuario Estandar	981	END	1683839219651	1683839234139
USER	Usuario Estandar	869	END	1683839219638	1683839234139
USER	Usuario Estandar	394	END	1683839219491	1683839234139
USER	Usuario Estandar	788	END	1683839219624	1683839234170
USER	Usuario Estandar	517	END	1683839219524	1683839234170
USER	Usuario Avanzado	1024	END	1683839220510	1683839234170
USER	Usuario Estandar	708	END	1683839219600	1683839234186
USER	Usuario Estandar	741	END	1683839219608	1683839234186
USER	Usuario Estandar	868	END	1683839219638	1683839234186
USER	Usuario Estandar	588	END	1683839219572	1683839234202
USER	Usuario Estandar	612	END	1683839219579	1683839234202
USER	Usuario Estandar	644	END	1683839219589	1683839234202
USER	Usuario Estandar	444	END	1683839219498	1683839234202
USER	Usuario Estandar	668	END	1683839219593	1683839234202
REQUEST	770		PeticionZorros	1683839219614	1683839234217	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1027	END	1683839220655	1683839234217
USER	Usuario Avanzado	1047	END	1683839221665	1683839234217
USER	Usuario Avanzado	1045	END	1683839221570	1683839234217
USER	Usuario Avanzado	1025	END	1683839220557	1683839234217
REQUEST	824		PeticionZorros	1683839219633	1683839234217	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1026	END	1683839220605	1683839234217
USER	Usuario Avanzado	1046	END	1683839221615	1683839234217
REQUEST	914		PeticionZorros	1683839219644	1683839234217	KO	j.n.s.SSLException: handshake timed out
REQUEST	1066		PeticionZorros	1683839222620	1683839234233	KO	j.n.s.SSLException: handshake timed out
REQUEST	841		PeticionZorros	1683839219635	1683839234248	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	81	END	1683839219452	1683839234310
USER	Usuario Estandar	882	END	1683839219640	1683839234372
USER	Usuario Estandar	898	END	1683839219641	1683839234372
USER	Usuario Estandar	755	END	1683839219611	1683839234372
USER	Usuario Estandar	617	END	1683839219583	1683839234418
USER	Usuario Estandar	872	END	1683839219639	1683839234418
USER	Usuario Estandar	936	END	1683839219646	1683839234435
USER	Usuario Estandar	866	END	1683839219638	1683839234435
USER	Usuario Estandar	953	END	1683839219647	1683839234449
USER	Usuario Estandar	470	END	1683839219516	1683839234481
USER	Usuario Estandar	835	END	1683839219634	1683839234496
USER	Usuario Avanzado	1050	END	1683839221815	1683839234512
USER	Usuario Estandar	905	END	1683839219642	1683839234527
USER	Usuario Estandar	969	END	1683839219649	1683839234527
USER	Usuario Estandar	968	END	1683839219649	1683839234527
USER	Usuario Estandar	962	END	1683839219648	1683839234527
USER	Usuario Estandar	165	END	1683839219462	1683839234527
USER	Usuario Estandar	486	END	1683839219519	1683839234527
USER	Usuario Estandar	158	END	1683839219461	1683839234542
USER	Usuario Estandar	1000	END	1683839219653	1683839234542
USER	Usuario Estandar	727	END	1683839219604	1683839234542
USER	Usuario Estandar	150	END	1683839219460	1683839234542
USER	Usuario Estandar	641	END	1683839219588	1683839234558
USER	Usuario Estandar	586	END	1683839219572	1683839234558
USER	Usuario Estandar	3	END	1683839219346	1683839234558
USER	Usuario Estandar	327	END	1683839219482	1683839234558
USER	Usuario Estandar	6	END	1683839219346	1683839234573
USER	Usuario Estandar	166	END	1683839219462	1683839234573
USER	Usuario Estandar	15	END	1683839219349	1683839234573
USER	Usuario Estandar	20	END	1683839219365	1683839234573
USER	Usuario Estandar	11	END	1683839219348	1683839234573
REQUEST	747		PeticionZorros	1683839219610	1683839234589	KO	j.n.s.SSLException: handshake timed out
REQUEST	769		PeticionZorros	1683839219614	1683839234589	KO	j.n.s.SSLException: handshake timed out
REQUEST	1077		PeticionZorros	1683839223171	1683839234604	KO	j.n.s.SSLException: handshake timed out
REQUEST	1097		PeticionZorros	1683839224171	1683839234604	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	40	END	1683839219447	1683839234604
USER	Usuario Estandar	56	END	1683839219449	1683839234620
USER	Usuario Estandar	50	END	1683839219448	1683839234620
USER	Usuario Estandar	785	END	1683839219621	1683839234635
USER	Usuario Estandar	689	END	1683839219597	1683839234635
USER	Usuario Estandar	401	END	1683839219492	1683839234635
USER	Usuario Estandar	415	END	1683839219494	1683839234635
USER	Usuario Estandar	392	END	1683839219491	1683839234635
REQUEST	33		PeticionZorros	1683839219657	1683839234651	KO	j.n.s.SSLException: handshake timed out
REQUEST	715		PeticionZorros	1683839219602	1683839234651	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	170	END	1683839219462	1683839234651
USER	Usuario Estandar	89	END	1683839219453	1683839234651
USER	Usuario Estandar	802	END	1683839219627	1683839234651
USER	Usuario Estandar	808	END	1683839219628	1683839234651
USER	Usuario Estandar	57	END	1683839219449	1683839234651
REQUEST	587		PeticionZorros	1683839219575	1683839234651	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	780	END	1683839219618	1683839234667
USER	Usuario Estandar	182	END	1683839219464	1683839234667
USER	Usuario Estandar	735	END	1683839219607	1683839234682
USER	Usuario Estandar	527	END	1683839219526	1683839234682
USER	Usuario Estandar	688	END	1683839219597	1683839234682
USER	Usuario Estandar	768	END	1683839219614	1683839234682
USER	Usuario Estandar	636	END	1683839219587	1683839234682
USER	Usuario Estandar	405	END	1683839219492	1683839234682
USER	Usuario Estandar	23	END	1683839219366	1683839234682
USER	Usuario Estandar	29	END	1683839219445	1683839234682
USER	Usuario Estandar	13	END	1683839219349	1683839234682
USER	Usuario Estandar	45	END	1683839219447	1683839234682
USER	Usuario Estandar	355	END	1683839219485	1683839234682
USER	Usuario Estandar	83	END	1683839219452	1683839234682
USER	Usuario Estandar	414	END	1683839219494	1683839234698
USER	Usuario Estandar	237	END	1683839219470	1683839234698
USER	Usuario Estandar	30	END	1683839219445	1683839234698
USER	Usuario Estandar	14	END	1683839219349	1683839234698
REQUEST	1100		PeticionZorros	1683839224324	1683839234713	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	1	END	1683839219345	1683839234713
USER	Usuario Estandar	388	END	1683839219490	1683839234713
USER	Usuario Estandar	7	END	1683839219346	1683839234713
USER	Usuario Estandar	62	END	1683839219449	1683839234713
USER	Usuario Estandar	42	END	1683839219447	1683839234713
USER	Usuario Estandar	58	END	1683839219449	1683839234713
USER	Usuario Estandar	993	END	1683839219652	1683839234713
USER	Usuario Estandar	77	END	1683839219451	1683839234744
USER	Usuario Estandar	39	END	1683839219447	1683839234744
USER	Usuario Estandar	49	END	1683839219448	1683839234744
USER	Usuario Estandar	74	END	1683839219451	1683839234744
USER	Usuario Estandar	87	END	1683839219452	1683839234744
USER	Usuario Estandar	380	END	1683839219489	1683839234744
USER	Usuario Estandar	93	END	1683839219453	1683839234744
USER	Usuario Estandar	65	END	1683839219450	1683839234744
USER	Usuario Estandar	43	END	1683839219447	1683839234744
USER	Usuario Estandar	59	END	1683839219449	1683839234744
USER	Usuario Estandar	21	END	1683839219366	1683839234744
USER	Usuario Estandar	55	END	1683839219449	1683839234744
USER	Usuario Estandar	976	END	1683839219650	1683839234759
USER	Usuario Estandar	860	END	1683839219637	1683839234759
USER	Usuario Estandar	943	END	1683839219647	1683839234759
USER	Usuario Estandar	402	END	1683839219492	1683839234759
USER	Usuario Estandar	908	END	1683839219643	1683839234759
USER	Usuario Estandar	536	END	1683839219528	1683839234759
USER	Usuario Estandar	580	END	1683839219570	1683839234760
USER	Usuario Estandar	357	END	1683839219486	1683839234769
USER	Usuario Estandar	85	END	1683839219452	1683839234769
USER	Usuario Estandar	361	END	1683839219486	1683839234769
USER	Usuario Estandar	84	END	1683839219452	1683839234769
USER	Usuario Estandar	47	END	1683839219448	1683839234769
USER	Usuario Estandar	80	END	1683839219452	1683839234791
USER	Usuario Estandar	48	END	1683839219448	1683839234791
USER	Usuario Estandar	399	END	1683839219492	1683839234791
USER	Usuario Estandar	656	END	1683839219591	1683839234791
USER	Usuario Estandar	95	END	1683839219453	1683839234791
USER	Usuario Estandar	700	END	1683839219599	1683839234791
USER	Usuario Estandar	79	END	1683839219451	1683839234791
USER	Usuario Estandar	408	END	1683839219493	1683839234791
USER	Usuario Estandar	856	END	1683839219636	1683839234791
USER	Usuario Estandar	624	END	1683839219584	1683839234791
USER	Usuario Estandar	921	END	1683839219644	1683839234791
USER	Usuario Estandar	572	END	1683839219540	1683839234791
USER	Usuario Estandar	362	END	1683839219486	1683839234791
USER	Usuario Estandar	88	END	1683839219452	1683839234791
USER	Usuario Estandar	927	END	1683839219645	1683839234791
USER	Usuario Estandar	732	END	1683839219605	1683839234792
USER	Usuario Estandar	360	END	1683839219486	1683839234806
USER	Usuario Estandar	374	END	1683839219488	1683839234806
USER	Usuario Estandar	370	END	1683839219487	1683839234806
USER	Usuario Estandar	552	END	1683839219532	1683839234806
USER	Usuario Estandar	376	END	1683839219488	1683839234806
USER	Usuario Estandar	386	END	1683839219490	1683839234806
USER	Usuario Estandar	382	END	1683839219489	1683839234806
USER	Usuario Estandar	60	END	1683839219449	1683839234806
USER	Usuario Estandar	76	END	1683839219451	1683839234806
USER	Usuario Estandar	337	END	1683839219483	1683839234806
USER	Usuario Estandar	367	END	1683839219487	1683839234806
USER	Usuario Estandar	359	END	1683839219486	1683839234806
USER	Usuario Estandar	356	END	1683839219486	1683839234806
USER	Usuario Estandar	369	END	1683839219487	1683839234806
USER	Usuario Estandar	363	END	1683839219486	1683839234806
USER	Usuario Estandar	368	END	1683839219487	1683839234806
USER	Usuario Estandar	365	END	1683839219487	1683839234806
USER	Usuario Estandar	372	END	1683839219487	1683839234821
USER	Usuario Estandar	387	END	1683839219490	1683839234821
USER	Usuario Estandar	406	END	1683839219492	1683839234821
USER	Usuario Estandar	92	END	1683839219453	1683839234821
USER	Usuario Estandar	364	END	1683839219486	1683839234821
USER	Usuario Estandar	424	END	1683839219495	1683839234821
USER	Usuario Estandar	416	END	1683839219494	1683839234821
USER	Usuario Estandar	398	END	1683839219491	1683839234821
USER	Usuario Estandar	348	END	1683839219484	1683839234821
USER	Usuario Estandar	403	END	1683839219492	1683839234821
USER	Usuario Estandar	409	END	1683839219493	1683839234821
USER	Usuario Estandar	395	END	1683839219491	1683839234821
USER	Usuario Estandar	393	END	1683839219491	1683839234821
USER	Usuario Estandar	396	END	1683839219491	1683839234821
USER	Usuario Estandar	379	END	1683839219488	1683839234821
USER	Usuario Estandar	397	END	1683839219491	1683839234821
USER	Usuario Estandar	411	END	1683839219493	1683839234821
USER	Usuario Estandar	407	END	1683839219492	1683839234821
USER	Usuario Estandar	417	END	1683839219494	1683839234821
USER	Usuario Estandar	410	END	1683839219493	1683839234821
USER	Usuario Estandar	873	END	1683839219639	1683839234852
USER	Usuario Estandar	420	END	1683839219494	1683839234852
USER	Usuario Estandar	236	END	1683839219470	1683839234852
USER	Usuario Estandar	857	END	1683839219637	1683839234852
USER	Usuario Estandar	419	END	1683839219494	1683839234852
USER	Usuario Estandar	418	END	1683839219494	1683839234882
USER	Usuario Estandar	431	END	1683839219496	1683839234882
USER	Usuario Estandar	421	END	1683839219494	1683839234882
USER	Usuario Estandar	425	END	1683839219496	1683839234882
USER	Usuario Estandar	422	END	1683839219495	1683839234882
USER	Usuario Estandar	430	END	1683839219496	1683839234913
USER	Usuario Estandar	96	END	1683839219454	1683839234913
USER	Usuario Estandar	438	END	1683839219497	1683839234913
USER	Usuario Estandar	445	END	1683839219499	1683839234913
USER	Usuario Estandar	434	END	1683839219497	1683839234913
USER	Usuario Estandar	436	END	1683839219497	1683839234913
USER	Usuario Estandar	97	END	1683839219454	1683839234913
USER	Usuario Estandar	101	END	1683839219454	1683839234913
USER	Usuario Estandar	99	END	1683839219454	1683839234913
USER	Usuario Estandar	850	END	1683839219636	1683839234913
USER	Usuario Estandar	435	END	1683839219497	1683839234913
USER	Usuario Estandar	427	END	1683839219496	1683839234913
USER	Usuario Estandar	439	END	1683839219497	1683839234913
USER	Usuario Estandar	442	END	1683839219498	1683839234913
USER	Usuario Estandar	117	END	1683839219456	1683839234929
USER	Usuario Estandar	114	END	1683839219456	1683839234929
USER	Usuario Estandar	78	END	1683839219451	1683839234929
USER	Usuario Estandar	110	END	1683839219455	1683839234929
USER	Usuario Estandar	109	END	1683839219455	1683839234929
USER	Usuario Estandar	118	END	1683839219456	1683839234929
USER	Usuario Estandar	129	END	1683839219457	1683839234929
USER	Usuario Estandar	111	END	1683839219455	1683839234929
USER	Usuario Estandar	116	END	1683839219456	1683839234929
USER	Usuario Estandar	115	END	1683839219456	1683839234929
USER	Usuario Estandar	102	END	1683839219454	1683839234929
USER	Usuario Estandar	119	END	1683839219456	1683839234929
USER	Usuario Estandar	113	END	1683839219455	1683839234929
USER	Usuario Estandar	106	END	1683839219455	1683839234929
USER	Usuario Estandar	90	END	1683839219453	1683839234929
USER	Usuario Estandar	120	END	1683839219456	1683839234929
USER	Usuario Estandar	122	END	1683839219456	1683839234929
USER	Usuario Estandar	86	END	1683839219452	1683839234959
USER	Usuario Estandar	952	END	1683839219647	1683839234959
USER	Usuario Estandar	141	END	1683839219459	1683839234959
USER	Usuario Estandar	130	END	1683839219458	1683839234959
USER	Usuario Estandar	123	END	1683839219456	1683839234959
USER	Usuario Estandar	143	END	1683839219459	1683839234959
USER	Usuario Estandar	128	END	1683839219457	1683839234959
USER	Usuario Estandar	946	END	1683839219647	1683839234959
USER	Usuario Estandar	135	END	1683839219458	1683839234959
USER	Usuario Estandar	137	END	1683839219458	1683839234960
USER	Usuario Estandar	132	END	1683839219458	1683839234960
USER	Usuario Estandar	131	END	1683839219458	1683839234960
USER	Usuario Estandar	155	END	1683839219461	1683839234960
USER	Usuario Estandar	186	END	1683839219464	1683839234960
USER	Usuario Estandar	134	END	1683839219458	1683839234960
USER	Usuario Estandar	160	END	1683839219461	1683839234960
USER	Usuario Estandar	156	END	1683839219461	1683839234960
USER	Usuario Estandar	152	END	1683839219460	1683839234960
USER	Usuario Estandar	168	END	1683839219462	1683839234960
USER	Usuario Estandar	176	END	1683839219463	1683839234960
USER	Usuario Estandar	172	END	1683839219463	1683839234960
USER	Usuario Estandar	169	END	1683839219462	1683839234960
USER	Usuario Estandar	167	END	1683839219462	1683839234960
USER	Usuario Estandar	149	END	1683839219460	1683839234960
USER	Usuario Estandar	159	END	1683839219461	1683839234960
USER	Usuario Estandar	142	END	1683839219459	1683839234960
USER	Usuario Estandar	183	END	1683839219464	1683839234960
USER	Usuario Estandar	191	END	1683839219465	1683839234960
USER	Usuario Estandar	178	END	1683839219463	1683839234960
USER	Usuario Estandar	173	END	1683839219463	1683839234960
USER	Usuario Estandar	162	END	1683839219461	1683839234960
USER	Usuario Estandar	188	END	1683839219465	1683839234960
USER	Usuario Estandar	179	END	1683839219463	1683839234960
USER	Usuario Estandar	195	END	1683839219465	1683839234960
USER	Usuario Estandar	148	END	1683839219460	1683839234960
USER	Usuario Estandar	196	END	1683839219465	1683839234960
USER	Usuario Estandar	189	END	1683839219465	1683839234960
USER	Usuario Estandar	164	END	1683839219462	1683839234960
USER	Usuario Estandar	161	END	1683839219461	1683839234960
USER	Usuario Estandar	140	END	1683839219459	1683839234960
USER	Usuario Estandar	133	END	1683839219458	1683839234961
USER	Usuario Estandar	192	END	1683839219465	1683839234975
USER	Usuario Estandar	187	END	1683839219465	1683839234975
USER	Usuario Estandar	212	END	1683839219467	1683839234975
USER	Usuario Estandar	219	END	1683839219468	1683839234975
USER	Usuario Estandar	175	END	1683839219463	1683839234975
USER	Usuario Estandar	208	END	1683839219467	1683839234975
USER	Usuario Estandar	216	END	1683839219468	1683839234975
USER	Usuario Estandar	199	END	1683839219466	1683839234975
USER	Usuario Estandar	163	END	1683839219461	1683839234975
USER	Usuario Estandar	193	END	1683839219465	1683839234975
USER	Usuario Estandar	200	END	1683839219466	1683839234975
USER	Usuario Estandar	213	END	1683839219468	1683839234976
USER	Usuario Estandar	218	END	1683839219468	1683839234976
USER	Usuario Estandar	924	END	1683839219644	1683839234990
USER	Usuario Estandar	198	END	1683839219466	1683839234990
USER	Usuario Estandar	214	END	1683839219468	1683839234990
USER	Usuario Estandar	462	END	1683839219512	1683839234995
USER	Usuario Estandar	800	END	1683839219626	1683839234995
USER	Usuario Avanzado	1060	END	1683839222325	1683839235025
USER	Usuario Estandar	413	END	1683839219493	1683839235068
USER	Usuario Estandar	224	END	1683839219469	1683839235114
USER	Usuario Estandar	223	END	1683839219469	1683839235114
USER	Usuario Estandar	222	END	1683839219469	1683839235129
USER	Usuario Avanzado	1065	END	1683839222573	1683839235145
USER	Usuario Estandar	227	END	1683839219469	1683839235145
USER	Usuario Estandar	941	END	1683839219646	1683839235161
USER	Usuario Estandar	717	END	1683839219603	1683839235161
USER	Usuario Estandar	702	END	1683839219599	1683839235161
USER	Usuario Estandar	233	END	1683839219470	1683839235195
USER	Usuario Estandar	232	END	1683839219470	1683839235195
USER	Usuario Estandar	226	END	1683839219469	1683839235195
USER	Usuario Estandar	252	END	1683839219472	1683839235195
USER	Usuario Estandar	239	END	1683839219471	1683839235195
USER	Usuario Estandar	210	END	1683839219467	1683839235195
USER	Usuario Estandar	248	END	1683839219472	1683839235195
USER	Usuario Estandar	240	END	1683839219471	1683839235195
USER	Usuario Estandar	231	END	1683839219470	1683839235195
USER	Usuario Estandar	249	END	1683839219472	1683839235195
USER	Usuario Estandar	264	END	1683839219474	1683839235195
USER	Usuario Estandar	278	END	1683839219475	1683839235195
USER	Usuario Estandar	265	END	1683839219474	1683839235195
USER	Usuario Estandar	254	END	1683839219473	1683839235195
USER	Usuario Estandar	243	END	1683839219471	1683839235195
USER	Usuario Estandar	262	END	1683839219474	1683839235195
USER	Usuario Estandar	245	END	1683839219471	1683839235195
USER	Usuario Estandar	261	END	1683839219473	1683839235195
USER	Usuario Estandar	258	END	1683839219473	1683839235195
USER	Usuario Estandar	274	END	1683839219475	1683839235195
USER	Usuario Estandar	886	END	1683839219640	1683839235195
USER	Usuario Estandar	269	END	1683839219475	1683839235222
USER	Usuario Estandar	270	END	1683839219475	1683839235222
USER	Usuario Estandar	956	END	1683839219648	1683839235222
USER	Usuario Estandar	281	END	1683839219476	1683839235222
USER	Usuario Estandar	268	END	1683839219474	1683839235222
USER	Usuario Estandar	266	END	1683839219474	1683839235223
USER	Usuario Estandar	257	END	1683839219473	1683839235223
USER	Usuario Estandar	273	END	1683839219475	1683839235223
USER	Usuario Estandar	260	END	1683839219473	1683839235223
USER	Usuario Estandar	290	END	1683839219477	1683839235223
USER	Usuario Estandar	280	END	1683839219476	1683839235223
USER	Usuario Estandar	241	END	1683839219471	1683839235223
USER	Usuario Estandar	296	END	1683839219478	1683839235223
USER	Usuario Estandar	259	END	1683839219473	1683839235223
USER	Usuario Estandar	276	END	1683839219475	1683839235223
USER	Usuario Estandar	271	END	1683839219475	1683839235223
USER	Usuario Estandar	253	END	1683839219472	1683839235223
USER	Usuario Estandar	288	END	1683839219477	1683839235223
USER	Usuario Estandar	275	END	1683839219475	1683839235223
USER	Usuario Estandar	291	END	1683839219477	1683839235223
USER	Usuario Estandar	256	END	1683839219473	1683839235223
USER	Usuario Estandar	295	END	1683839219478	1683839235223
USER	Usuario Estandar	300	END	1683839219478	1683839235284
USER	Usuario Estandar	294	END	1683839219478	1683839235284
USER	Usuario Estandar	972	END	1683839219650	1683839235284
USER	Usuario Estandar	302	END	1683839219479	1683839235284
USER	Usuario Estandar	304	END	1683839219479	1683839235284
USER	Usuario Estandar	292	END	1683839219477	1683839235284
USER	Usuario Avanzado	1068	END	1683839222715	1683839235284
REQUEST	1115		PeticionZorros	1683839225066	1683839235292	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	322	END	1683839219481	1683839235299
USER	Usuario Estandar	685	END	1683839219597	1683839235299
USER	Usuario Estandar	930	END	1683839219645	1683839235299
USER	Usuario Estandar	317	END	1683839219480	1683839235299
USER	Usuario Estandar	310	END	1683839219479	1683839235299
USER	Usuario Estandar	307	END	1683839219479	1683839235299
USER	Usuario Estandar	316	END	1683839219480	1683839235299
USER	Usuario Estandar	306	END	1683839219479	1683839235299
USER	Usuario Estandar	329	END	1683839219482	1683839235299
USER	Usuario Estandar	282	END	1683839219476	1683839235299
REQUEST	1071		PeticionZorros	1683839222866	1683839235299	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	308	END	1683839219479	1683839235315
USER	Usuario Estandar	305	END	1683839219479	1683839235315
USER	Usuario Estandar	320	END	1683839219481	1683839235315
USER	Usuario Estandar	303	END	1683839219479	1683839235315
USER	Usuario Estandar	321	END	1683839219481	1683839235315
USER	Usuario Estandar	324	END	1683839219481	1683839235315
USER	Usuario Estandar	325	END	1683839219481	1683839235315
USER	Usuario Estandar	309	END	1683839219479	1683839235315
